kampanya_id;banka_adi;banka_kodu;kaynak_url;cekim_tarihi;sema_surumu;kampanya_turu;kampanya_turu__yontem;kampanya_turu__guven;urun_turu;urun_turu__yontem;urun_turu__guven;hedef_kitle;hedef_kitle__yontem;hedef_kitle__guven;kar_payi_orani;kar_payi_orani__yontem;kar_payi_orani__guven;finansman_tutari_max;finansman_tutari_max__yontem;finansman_tutari_max__guven;vade_ay_max;vade_ay_max__yontem;vade_ay_max__guven;taksit_sayisi;taksit_sayisi__yontem;taksit_sayisi__guven;tahsis_ucreti;tahsis_ucreti__yontem;tahsis_ucreti__guven;masraf_bilgisi;masraf_bilgisi__yontem;masraf_bilgisi__guven;masrafsiz_mi;masrafsiz_mi__yontem;masrafsiz_mi__guven;odul_miktari;odul_miktari__yontem;odul_miktari__guven;indirim_orani;indirim_orani__yontem;indirim_orani__guven;alisveris_puani;alisveris_puani__yontem;alisveris_puani__guven;kampanya_avantaji;kampanya_avantaji__yontem;kampanya_avantaji__guven;kampanya_bitis;kampanya_bitis__yontem;kampanya_bitis__guven;kampanya_kosullari;kampanya_kosullari__yontem;kampanya_kosullari__guven
0205-58a047642324;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://saglamkart.kuveytturk.com.tr/kampanyalar/saglam-kart-tatilde-de-yaninizda-2042;2026-08-24T13:43:40.962836;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;0.0;kural;0.8;;belirtilmemis;0.0;9;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;1000.0;hibrit;0.855;20.0;kural;0.872;;belirtilmemis;0.0;Halalbooking'e ilk defa kayıt olanlara 1000 TL indirim, seçili otellerde %20'ye varan indirim, private hizmetler ve ücretsiz havaalanı transferi ayrıcalıkları. KKTC harcamalarında vade farksız 3 taksit.;llm;0.7;2026-12-31;hibrit;0.965;İndirim kampanyası Halalbooking'e ilk defa bu link üzerinden kaydolan müşteriler için geçerlidir ve 10,000 TL ve üzerindeki rezervasyonlarda kullanılabilecektir. Harcamaların taksitlendirilmesi gerekmektedir. Yurtdışı tatil harcamaları taksitlendirilememektedir. KKTC için vade farksız 3 taksit sunulmaktadır. Kayıt sonrası kart numarasının ilk 6 hanesi ile Halalbooking'e kayıt gereklidir.;llm;0.7
0205-595ce6ce24e7;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/isim-icin/finansman-urunleri/nakdi-finansman/online-finansman;2026-08-24T13:42:40.639292;1.2.0;finansman;llm;0.8;;belirtilmemis;0.0;mevcut_musteri;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Online Finansman kanalına özel fiyatlar ile maliyet avantajı;llm;0.7;;belirtilmemis;0.0;Kuveyt Türk müşterisi olan işletme sahipleri, aktif finansman limitine sahip olmalıdır. Başvurular İnternet Şube ve Mobil üzerinden self servis olarak yapılır. TL, Dolar ve Euro cinsinden yurt içi işletme ve ticari finansman işlemleri için kullanılabilir.;llm;0.7
0205-5eb79ce53d45;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/dijital-motosiklet-finansmani;2026-08-24T13:41:26.442869;1.2.0;tasit_finansmani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;400000.0;kural;0.6;48;kural;0.918;;belirtilmemis;0.0;0.5;hibrit;0.909;;belirtilmemis;0.0;False;kural;0.91;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Dijital Motosiklet Finansmanı'na özel avantajlı oranlar ve Fırsat Ürünleri (BES, Kredi Kartı, Kredili Hayat) aktif kullanımı ile taksit ödemelerinde indirim kazanma imkanı.;llm;0.7;;belirtilmemis;0.0;Sadece sıfır motosikletler için mobil şubeden, ikinci el için şubeden başvuru yapılabilir. Fatura değeri 30.000 TL ve üzerinde olmalıdır. Model yılı sadece başvuru yılı ve bir önceki yıl olan araçlar için geçerlidir. Fırsat ürünlerinden indirim kazanmak için ürünlerin her ay aktif kullanılması gerekir.;llm;0.7
0205-5ff21863f764;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/alisveris-finansmanlari/alisveris-finansmani;2026-08-24T13:41:44.535788;1.2.0;ihtiyac_finansmani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;36;kural;0.918;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;False;kural;0.91;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Kredi kartı kullanmadan ödeme imkanı, 7/24 başvuru ve anında sonuçlanma, anlaşmalı e-ticaret sitelerinde ve bayilerde ödeme kolaylığı.;llm;0.7;;belirtilmemis;0.0;"Cep telefonu alışverişlerinde 20.000 TL'ye kadar en fazla 12 taksit, 20.000 TL üzerinde en fazla 3 taksit; tablet alışverişlerinde maksimum 6 ay; bilgisayar alışverişlerinde maksimum 12 ay vade uygulanır. Finansman tahsis ücreti tutarın %0,5'i olup BSMV eklenecektir ve peşin alınır. Başvuru için Kuveyt Türk Mobil uygulaması ve QR kod okutma gereklidir.";llm;0.7
0205-60f356ef43f0;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/ihtiyac-finansmanlari/hac-umre-finansmani;2026-08-24T13:41:46.500056;1.2.0;ihtiyac_finansmani;llm;0.8;;belirtilmemis;0.0;mevcut_musteri;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;36;kural;0.918;;belirtilmemis;0.0;0.5;hibrit;0.909;;belirtilmemis;0.0;False;kural;0.91;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Kefilsiz kullanım, esnek ödeme planları, üç ay ertelemeli kullanım imkanı;llm;0.7;;belirtilmemis;0.0;18 yaşını tamamlamış Kuveyt Türk müşterileri, yetkili tur firması ve Diyanet listesinde yer alan organizasyon, proforma fatura ibrazı gereklidir.;llm;0.7
0205-642ae6c43fea;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/alisveris-finansmanlari/taksitlio-alisveris-finansmani;2026-08-24T13:41:34.446117;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;20000.0;kural;0.605;36;kural;0.918;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Taksitlio Alışveriş Finansmanı ile uygun kar oranı, 36 aya varan taksit imkânı, kredi kartı limitiniz ve nakit paranızdan harcamadan alışveriş yapma, sigorta ve tahsis ücreti yansıtılmaması;llm;0.7;;belirtilmemis;0.0;"Taksitlio'nun anlaşmalı olduğu mağazalarda geçerlidir. Cep telefonu alışverişlerinde 20.000 TL'ye kadar 12 taksit, 20.000 TL üzerinde 3 taksit; tablet alışverişlerinde 6 ay; bilgisayar alışverişlerinde 12 ay vade uygulanır. Ön limit başvurusu SMS veya mobil uygulama üzerinden yapılabilir. Yeni müşteriler görüntülü görüşme ile müşteri olabilir.";llm;0.7
0205-65091f1675de;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/kartlar/kredi-karti/milesandsmiles-kuveyt-turk-kart;2026-08-24T13:42:24.608343;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;0.0;kural;0.8;;belirtilmemis;0.0;6;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;50.0;hibrit;0.877;;belirtilmemis;0.0;Miles&Smiles Kredi Kartı ile alışverişlerde Mil kazanımı, THY biletlerinde 6 aya varan vade farksız taksit, statüye göre %25-%50 ek Mil kazanımı, Avans Mil imkanı, ücretsiz Diamond statüsü, %50 otopark/vale indirimleri, lounge hizmetlerinde %50 indirim ve yılda 15 güne kadar ücretsiz yurtdışı seyahat sigortası.;llm;0.7;;belirtilmemis;0.0;Mil kazanım oranları harcama kategorisi, THY üyelik statüsü ve banka üyelik tipine göre değişir. THY biletlerinde 6 aya varan vade farksız taksit, otopark/vale indirimleri için yıllık 2.000 TL limit, lounge hizmetleri için bir misafir eşliğinde, seyahat sigortası için yılda 1 kez ve 15 gün ile sınırlıdır. Detaylı bilgi için web sitesi veya çağrı merkezi belirtilmiştir.;llm;0.7
0205-6ce5c719ebfe;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/konut-finansmanlari/konut-finansmani-hesaplama;2026-08-24T13:42:54.690640;1.2.0;konut_finansmani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;False;kural;0.91;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Tahsis ücreti müşteriden peşin olarak tahsil edilecektir. Ödenecek toplam tutar finansman tahsis ücretini içermemektedir. Bu tablo bilgi amaçlıdır ve banka taahhüt altına sokmaz.;llm;0.7
0205-6f1804ee8a6a;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kampanyalar/kampanya-arsivi/e-ihracatiniza-guc-veren-finansman;2026-08-24T13:43:26.781955;1.2.0;finansman;llm;0.8;;belirtilmemis;0.0;segment;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;18;kural;0.918;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;İlk 6 ay ertelemeli ödeme imkanı, ek teminata ihtiyaç duyulmaması (Katılım Finans Kefalet Teminatlı);llm;0.7;2026-06-30;hibrit;0.973;Yurtiçi/yurtdışı pazaryerleri ve kendi satış sitesi üzerinden e-ihracat yapan şahıs firması ve tüzel müşterilere yöneliktir. Gerçek kişiler faydalanamaz. Başvurular şubeler üzerinden yapılabilir. Türkiye İhracatçılar Meclisi (TİM) üyesi olunması veya YMM/SMMM onaylı muhtemel döviz geliri beyan belgesinin iletilmesi zorunludur. Kullanılan finansman tutarı kadar e-ihracat bedellerinin bankaya gelmesi şarttır.;llm;0.7
0205-6f2e65ac27a4;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/ihtiyac-finansmanlari/ihtiyac-kart;2026-08-24T13:41:56.577894;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;34;kural;0.918;;belirtilmemis;0.0;0.5;hibrit;0.921;;belirtilmemis;0.0;False;kural;0.91;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2 aylık ödemesiz dönem, satıcıdan taksit talebi gerektirmemesi, indirimli fiyat avantajının korunması, üye iş yeri kısıtlaması olmadan alışveriş imkanı, bilgisayar/tablet alışverişlerinde 4 ay vade, cep telefonu alışverişlerinde 20.000 TL'ye kadar 10 taksit imkanı.;llm;0.7;;belirtilmemis;0.0;Tahsis ücreti (%0,5) 2 aylık ödemesiz dönemin sonunda peşin tahsil edilir. Finansman desteği başvuru onayından itibaren 2 ay geçerlidir. Cep telefonu alışverişleri 20.000 TL üzeri için hizmet vermez. Bilgisayar ve tablet alışverişleri için vade süresi 4 aydır. Vade aralığı 6 aydan 34 aya kadar uzanabilir.;llm;0.7
0205-73333ca7c023;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/isim-icin/finansman-urunleri/nakdi-finansman/isletme-finansmani;2026-08-24T13:42:36.623475;1.2.0;finansman;llm;0.8;;belirtilmemis;0.0;segment;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;İşletmelere özel finansman çözümleri, uygun oran ve esnek vade seçenekleri, nakit akışına uygun ödemeleriz dönem, sabit maliyetli finansman avantajı, TL/Dolar/Euro cinsinden kullanım imkanı.;llm;0.7;;belirtilmemis;0.0;Halihazırda aktif bir iş yerine sahip olmak veya Kuveyt Türk müşterisi olmak. Başvuru için vergi kimlik numarası, gelir tablosu, iş planı, kredi kullanım geçmişi ve banka hesap bilgileri gereklidir.;llm;0.7
0205-78b0560917d3;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/isim-icin/finansman-urunleri/nakdi-finansman/savunma-sanayii-baskanligi-finansman-destek-paketi;2026-08-24T13:42:44.672676;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;segment;llm;0.8;0.49;llm;0.75;600000000.0;llm;0.75;60;kural;0.918;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;False;kural;0.91;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Savunma Sanayii Başkanlığı ile Leasing ve İşletme finansmanı destek programı kapsamında, Eydep Sertifikasına sahip firmalara özel %0,49 komisyon ve 6,29'dan başlayan yıllık kar payı oranı ile finansman sağlanması.;llm;0.7;2025-12-31;hibrit;0.967;Savunma Sanayii Başkanlığı EYDEP kapsamında A, B ve C sertifikasına sahip Ticari ve KOBİ ölçekli firmalar. Leasing finansmanı için 12 aya kadar anapara geri ödemesiz dönem, toplam 60 aya kadar vade. İşletme finansmanı için maksimum 12 ay vade.;llm;0.7
0205-8b509334d994;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/surdurulebilir-finansmanlar/togg-finansmani;2026-08-24T13:42:08.616332;1.2.0;tasit_finansmani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2500000.0;kural;0.85;48;kural;0.891;;belirtilmemis;0.0;0.5;hibrit;0.909;;belirtilmemis;0.0;False;kural;0.91;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Yerli ve milli otomobil markası TOGG'a özel kar oranı ve vade seçenekleri sunulmaktadır.;llm;0.7;;belirtilmemis;0.0;Sıfır ve ikinci el (10 yaşa kadar) araçlar için geçerlidir. 0-5 yaş araçlarda maksimum 48 ay, 6-10 yaş araçlarda maksimum 36 ay vade imkanı vardır. Finansman tutarı, araç satış/kasko değerine göre %70, %50, %30 veya %20 oranlarında sınırlıdır. Dosya masrafı (tahsis ücreti) finansman tutarının %0,5'idir.;llm;0.7
0205-8f21909fe25c;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/kartlar/kredi-karti/saglam-kart-kampus;2026-08-24T13:42:22.598528;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;segment;llm;0.8;0.0;kural;0.8;;belirtilmemis;0.0;5;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;10.0;kural;0.877;100.0;kural;0.826;"18-25 yaş arası üniversite öğrencilerine özel ücretsiz kredi kartı; eğitim ve sağlık harcamalarında 5 taksit imkanı, restoran ve market harcamalarında %10 indirim, altın puan kazanımı, konut/yol/seyahat yardımı ve concierge hizmetleri.";llm;0.7;;belirtilmemis;0.0;"Müşterinin bankaya ait herhangi bir kredi kartında gecikmesinin olmaması gerekmektedir. Nakit avans için ödenmemiş ekstre borcunun bulunmaması şarttır. Taksitlendirme; telekomünikasyon, doğrudan pazarlama, yurt dışı harcamalar, yemek, gıda, alkollü içecek, akaryakıt, fatura, sigorta, vergi, kozmetik, ofis malzemesi, kuyum, hediye kart/çeki, havayolları, seyahat acenteleri ve taşımacılık gibi somut mal/hizmet içermeyen ürünler için yapılamaz. Bilgisayar donanım/yazılım ve THY yurtiçi biletlerde en fazla 6, elektrik/elektronik eşyada en fazla 4 taksit yapılabilir.";llm;0.7
0205-8f46afb30f5c;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/alisveris-finansmanlari/teknosa-alisveris-finansmani;2026-08-24T13:41:42.491097;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;20000.0;kural;0.605;36;kural;0.918;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;uygun kar oranı, 36 aya varan taksit imkanı, sigorta ve tahsis ücreti yansıtılmayacaktır;llm;0.7;;belirtilmemis;0.0;Teknosa mobil uygulaması veya web sitesi üzerinden sepet oluşturulmalı. Cep telefonu alışverişleri 20.000 TL'ye kadar 12 taksit, üzeri 3 taksit. Tablet 6 ay, bilgisayar 12 ay vade ile sınırlıdır. Tahsis süreçleri olumlu olan müşteriler yararlanabilir.;llm;0.7
0205-8f5f307e603d;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/motosiklet-finansmani;2026-08-24T13:41:28.430944;1.2.0;tasit_finansmani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;400000.0;kural;0.85;48;kural;0.918;;belirtilmemis;0.0;0.5;kural;0.829;;belirtilmemis;0.0;False;hibrit;0.99;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;48 aya varan vade koşulları;llm;0.7;;belirtilmemis;0.0;Sıfır ve ikinci el motosikletler için finansman sağlanır. Finansman tutarı, sıfır araçlarda satış değeri, ikinci el araçlarda kasko değeri üzerinden belirlenir. Dosya masrafı (tahsis ücreti) finansman tutarının %0,5'i (binde beş) olarak hesaplanmaktadır.;llm;0.7
0205-9081c416c20b;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/togg-finansmani;2026-08-24T13:41:30.425346;1.2.0;tasit_finansmani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2500000.0;kural;0.85;48;kural;0.891;;belirtilmemis;0.0;0.5;hibrit;0.909;;belirtilmemis;0.0;False;kural;0.91;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Yerli ve milli otomobil markası TOGG için özel kar oranı ve vade seçenekleri sunulmaktadır.;llm;0.7;;belirtilmemis;0.0;Sıfır ve ikinci el (10 yaşa kadar) araçlar için geçerlidir. 0-5 yaş araçlarda maksimum 48 ay, 6-10 yaş araçlarda maksimum 36 ay vade uygulanır. Finansman tutarı, araç satış/kasko değerine göre %70, %50, %30 veya %20 oranında kısıtlanabilir. Dosya masrafı (tahsis ücreti) finansman tutarının %0,5'idir.;llm;0.7
0205-9250aec6d3f2;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/isim-icin/finansman-urunleri/gayri-nakdi-finansman/akreditifler;2026-08-24T13:42:30.633669;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Akreditif işlemlerinde hız avantajı sağlanması;llm;0.7;;belirtilmemis;0.0;"İthalatçıların (Amir) Kuveyt Türk müşterisi olması ve ön anlaşma bulunması gerekmektedir. İşlemler İnternet Şube veya Mobil üzerinden başlatılabilir. Akreditif türleri; Görüldüğünde Ödemeli, Vadeli, Devredilebilir, Kabul Kredili ve Peşin Ödemeli olarak sınıflandırılmıştır.";llm;0.7
0205-92dc1e138d8a;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/ihtiyac-finansmanlari/kazancli-fon-finansmani;2026-08-24T13:42:02.545199;1.2.0;yatirim_urunu;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;36;kural;0.918;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Kazançlı Fon Finansmanı ile birikiminiz olmasa dahi ihtiyaçlarınızı karşılayabilir aynı zamanda yatırım fonunun avantajlarından yararlanabilirsiniz.;llm;0.7;;belirtilmemis;0.0;Müşterilerin KTV yatırım fonunu 36 aya varan taksit ile alması ve yatırım hesabı açması gerekmektedir. Fon satış ve bloke çözümü işlemlerinde özel kurallar ve seans saatleri uygulanır.;llm;0.7
0205-95565cceaa02;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://saglamkart.kuveytturk.com.tr/kampanyalar/altinyildizda-vade-farksiz-2-taksit-firsati-3156;2026-08-24T13:43:44.986584;1.2.0;alisveris_puani;llm;0.8;;belirtilmemis;0.0;tum_musteriler;llm;0.8;0.0;kural;0.8;;belirtilmemis;0.0;2;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Altınyıldız Classics resmi web sitesinde yapılan alışverişlerde vade farksız 2 taksit imkanı;llm;0.7;2026-12-31;hibrit;0.965;Kampanyaya tüm Kuveyt Türk Bireysel Kredi Kartları (Miles & Smiles, Sağlam Kart, Sağlam Kart Kampüs, Sağlam Kart Genç, Özel Bankacılık World Elite Kart) ve ek kartları dahildir. İşlemlerin taksitli olabilmesi için ödeme anında taksitli seçimin yapılması gerekmektedir. Mevzuatın öngördüğü taksit sayılarının üzerinde taksitlendirme yapılamaz.;llm;0.7
0205-965fbbe4a3b9;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kampanyalar/kampanya-arsivi/okul-taksit-sistemi-ile-blokesiz-tahsilat-firsati;2026-08-24T13:43:32.787486;1.2.0;ihtiyac_finansmani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2026-04-30;hibrit;0.973;1 Ocak-30 Nisan arası vade tarihli taksitlerin tümü aynı gün ilgili okul hesabına tahsil edilecektir. Kampanya, kayıt tarihi fark etmeksizin vade tarihleri 1 Ocak-30 Nisan tarihleri arasında bulunan tüm taksit tahsilatları için geçerlidir. Anaokulu, ilkokul, ortaokul ve lise düzeyinde özel eğitim veren “banka garantili” anlaşma sağlanmış tüm okullar kampanyadan faydalanabilecektir.;llm;0.7
0205-9c0724b7e410;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/konut-finansmanlari/ilk-evim-konut-finansmani;2026-08-24T13:41:14.341355;1.2.0;konut_finansmani;llm;0.8;;belirtilmemis;0.0;tum_musteriler;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;120;kural;0.917;;belirtilmemis;0.0;0.5;hibrit;0.909;;belirtilmemis;0.0;False;kural;0.91;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;avantajlı kâr oranları;llm;0.7;;belirtilmemis;0.0;İlk evini almak isteyenler için tasarlanmıştır. Finansman kullanacak kişinin kendisinin, eşinin veya 18 yaş altı çocuklarının malik olduğu herhangi bir konut bulunmamalıdır. Konutun ekspertiz değerine, sıfır veya ikinci el olmasına ve enerji sınıfına göre finansman tutarı oranları değişmektedir. 120 aya kadar vade seçeneği sunulmaktadır. 3 ay ertelemeli kullanım imkanı vardır. Anlaşmalı firmaların projelerinden konut alımında Anlaşmalı Konut Finansmanı tercih edilebilir.;llm;0.7
0205-9ee552eb82cd;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/kampanyalar/kampanya-arsivi/civilde-25-indirim-firsati;2026-08-24T13:43:10.747254;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;0.0;kural;0.8;;belirtilmemis;0.0;4;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;5000.0;kural;0.85;25.0;kural;0.877;;belirtilmemis;0.0;;belirtilmemis;0.0;2026-07-31;hibrit;0.973;Civil resmi web sitesi üzerinden taksitli alışveriş yapılması gerekmektedir. Peşin ödemelerde indirim uygulanmaz. Kazanılan indirimler işlemden sonraki 2 iş günü içinde iade edilir. Tek işlemde maksimum 5.000 TL indirim kazanılabilir. Tüm bireysel kredi kartları (ek ve sanal dahil) yararlanabilir. Kazanım müşteri bazlıdır. Kampanya 31 Temmuz 2026 tarihine kadar geçerlidir ve süresi dolmuştur (1.07.2026 - 31.07.2026). Banka koşulları değiştirme veya sonlandırma hakkını saklı tutar.;llm;0.7
0205-a2bbc6c548a5;Kuveyt Türk Katılım Bankası A.Ş.;0205;https://www.kuveytturk.com.tr/isim-icin/dis-ticaret/finansmanlar;2026-08-24T13:40:22.156694;1.2.0;finansman;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;İthalat ve ihracat işlemleri için yükleme öncesi ve sonrası kapsamlı finansman çözümleri sunulmaktadır.;llm;0.7;;belirtilmemis;0.0;;belirtilmemis;0.0
